"D" "Ds" "dist_type" "epsilon" "ppv"
"474" "10000" "150" "right_skew" "0.2" "87.8612716763006"
"475" "10000" "150" "right_skew" "0.4" "76.6859344894027"
"476" "10000" "150" "right_skew" "0.6" "64.1618497109827"
"477" "10000" "150" "right_skew" "0.8" "50.6743737957611"
"478" "10000" "150" "right_skew" "1" "41.8111753371869"
"479" "10000" "150" "right_skew" "1.2" "35.645472061657"
"480" "10000" "150" "right_skew" "1.4" "34.1040462427746"
"481" "10000" "150" "right_skew" "1.6" "29.8651252408478"
"482" "10000" "150" "right_skew" "1.8" "26.5895953757225"
"483" "10000" "150" "right_skew" "2" "26.0115606936416"
"484" "10000" "150" "left_skew" "-2" "22.6757369614512"
"485" "10000" "150" "left_skew" "-1.8" "24.4897959183673"
"486" "10000" "150" "left_skew" "-1.6" "28.5714285714286"
"487" "10000" "150" "left_skew" "-1.4" "33.1065759637188"
"488" "10000" "150" "left_skew" "-1.2" "37.8684807256236"
"489" "10000" "150" "left_skew" "-1" "43.5374149659864"
"490" "10000" "150" "left_skew" "-0.8" "54.421768707483"
"491" "10000" "150" "left_skew" "-0.6" "65.9863945578231"
"492" "10000" "150" "left_skew" "-0.4" "75.7369614512472"
"493" "10000" "150" "left_skew" "-0.2" "84.3537414965986"
"494" "10000" "150" "left_skew" "0" "100"
"495" "10000" "150" "left_skew" "0.2" "59.6371882086168"
"496" "10000" "150" "left_skew" "0.4" "3.2183908045977"
"497" "10000" "150" "left_skew" "0.6" "0.705882352941177"
"498" "10000" "150" "left_skew" "0.8" "0.710900473933649"
"499" "10000" "150" "left_skew" "1" "0.710900473933649"
"500" "10000" "150" "left_skew" "1.2" "1.88235294117647"
"501" "10000" "150" "left_skew" "1.4" "2.34741784037559"
"502" "10000" "150" "left_skew" "1.6" "2.56410256410256"
"503" "10000" "150" "left_skew" "1.8" "3.24825986078886"
"504" "10000" "150" "left_skew" "2" "3.7122969837587"
"505" "20000" "15" "norm" "-2" "24.2616033755274"
"506" "20000" "15" "norm" "-1.8" "24.0506329113924"
"507" "20000" "15" "norm" "-1.6" "23.2067510548523"
"508" "20000" "15" "norm" "-1.4" "23.2067510548523"
"509" "20000" "15" "norm" "-1.2" "23.6286919831224"
"510" "20000" "15" "norm" "-1" "26.5822784810127"
"511" "20000" "15" "norm" "-0.8" "31.6455696202532"
"512" "20000" "15" "norm" "-0.6" "39.4514767932489"
"513" "20000" "15" "norm" "-0.4" "54.6413502109705"
"514" "20000" "15" "norm" "-0.2" "75.3164556962025"
"515" "20000" "15" "norm" "0" "100"
"516" "20000" "15" "norm" "0.2" "76.5822784810127"
"517" "20000" "15" "norm" "0.4" "55.4852320675106"
"518" "20000" "15" "norm" "0.6" "40.084388185654"
"519" "20000" "15" "norm" "0.8" "32.2784810126582"
"520" "20000" "15" "norm" "1" "24.4725738396624"
"521" "20000" "15" "norm" "1.2" "20.6751054852321"
"522" "20000" "15" "norm" "1.4" "18.9873417721519"
"523" "20000" "15" "norm" "1.6" "20.0845665961945"
"524" "20000" "15" "norm" "1.8" "20.0845665961945"
"525" "20000" "15" "norm" "2" "19.8731501057082"
"526" "20000" "15" "uniform" "-2" "37.4311926605505"
"527" "20000" "15" "uniform" "-1.8" "36.1467889908257"
"528" "20000" "15" "uniform" "-1.6" "34.6788990825688"
"529" "20000" "15" "uniform" "-1.4" "31.1926605504587"
"530" "20000" "15" "uniform" "-1.2" "26.0550458715596"
"531" "20000" "15" "uniform" "-1" "20.4044117647059"
"532" "20000" "15" "uniform" "-0.8" "16.697247706422"
"533" "20000" "15" "uniform" "-0.6" "17.9816513761468"
"534" "20000" "15" "uniform" "-0.4" "29.1743119266055"
"535" "20000" "15" "uniform" "-0.2" "54.4954128440367"
"536" "20000" "15" "uniform" "0" "100"
"537" "20000" "15" "uniform" "0.2" "65.3211009174312"
"538" "20000" "15" "uniform" "0.4" "34.1284403669725"
"539" "20000" "15" "uniform" "0.6" "22.9779411764706"
"540" "20000" "15" "uniform" "0.8" "19.0036900369004"
"541" "20000" "15" "uniform" "1" "20.5882352941176"
"542" "20000" "15" "uniform" "1.2" "25.9191176470588"
"543" "20000" "15" "uniform" "1.4" "30.6422018348624"
"544" "20000" "15" "uniform" "1.6" "33.5779816513761"
"545" "20000" "15" "uniform" "1.8" "35.2293577981651"
"546" "20000" "15" "uniform" "2" "37.2477064220184"
"547" "20000" "15" "right_skew" "-2" "21.7557251908397"
"548" "20000" "15" "right_skew" "-1.8" "21.455938697318"
"549" "20000" "15" "right_skew" "-1.6" "21.264367816092"
"550" "20000" "15" "right_skew" "-1.4" "21.264367816092"
"551" "20000" "15" "right_skew" "-1.2" "21.1946050096339"
"552" "20000" "15" "right_skew" "-1" "19.6881091617934"
"553" "20000" "15" "right_skew" "-0.8" "19.2233009708738"
"554" "20000" "15" "right_skew" "-0.6" "19.1489361702128"
"555" "20000" "15" "right_skew" "-0.4" "22.011385199241"
"556" "20000" "15" "right_skew" "-0.2" "47.4480151228733"
"557" "20000" "15" "right_skew" "0" "100"
"558" "20000" "15" "right_skew" "0.2" "85.6332703213611"
"559" "20000" "15" "right_skew" "0.4" "69.3761814744801"
"560" "20000" "15" "right_skew" "0.6" "55.1984877126654"
"561" "20000" "15" "right_skew" "0.8" "45.8333333333333"
"562" "20000" "15" "right_skew" "1" "39.9621212121212"
"563" "20000" "15" "right_skew" "1.2" "37.6893939393939"
"564" "20000" "15" "right_skew" "1.4" "35.0378787878788"
"565" "20000" "15" "right_skew" "1.6" "33.5227272727273"
"566" "20000" "15" "right_skew" "1.8" "32.5757575757576"
"567" "20000" "15" "right_skew" "2" "31.6287878787879"
"568" "20000" "15" "left_skew" "-2" "32.7651515151515"
"569" "20000" "15" "left_skew" "-1.8" "33.9015151515151"
"570" "20000" "15" "left_skew" "-1.6" "34.8484848484849"
"571" "20000" "15" "left_skew" "-1.4" "36.7424242424242"
"572" "20000" "15" "left_skew" "-1.2" "38.4469696969697"
"573" "20000" "15" "left_skew" "-1" "41.0984848484849"
"574" "20000" "15" "left_skew" "-0.8" "45.4545454545455"
"575" "20000" "15" "left_skew" "-0.6" "52.0833333333333"
"576" "20000" "15" "left_skew" "-0.4" "67.4242424242424"
"577" "20000" "15" "left_skew" "-0.2" "84.280303030303"
"578" "20000" "15" "left_skew" "0" "100"
"579" "20000" "15" "left_skew" "0.2" "45.4545454545455"
"580" "20000" "15" "left_skew" "0.4" "22.7703984819734"
"581" "20000" "15" "left_skew" "0.6" "19.4980694980695"
"582" "20000" "15" "left_skew" "0.8" "18.6046511627907"
"583" "20000" "15" "left_skew" "1" "19.8841698841699"
"584" "20000" "15" "left_skew" "1.2" "20.616570327553"
"585" "20000" "15" "left_skew" "1.4" "20.4980842911877"
"586" "20000" "15" "left_skew" "1.6" "21.0325047801147"
"587" "20000" "15" "left_skew" "1.8" "21.9465648854962"
"588" "20000" "15" "left_skew" "2" "22.2857142857143"
"589" "20000" "50" "norm" "-2" "21.3610586011342"
"590" "20000" "50" "norm" "-1.8" "20.226843100189"
"591" "20000" "50" "norm" "-1.6" "20.7939508506616"
"592" "20000" "50" "norm" "-1.4" "21.6981132075472"
"593" "20000" "50" "norm" "-1.2" "21.8867924528302"
"594" "20000" "50" "norm" "-1" "23.5849056603774"
"595" "20000" "50" "norm" "-0.8" "28.6792452830189"
"596" "20000" "50" "norm" "-0.6" "37.5471698113208"
"597" "20000" "50" "norm" "-0.4" "49.622641509434"
"598" "20000" "50" "norm" "-0.2" "66.7924528301887"
"599" "20000" "50" "norm" "0" "100"
"600" "20000" "50" "norm" "0.2" "72.2641509433962"
"601" "20000" "50" "norm" "0.4" "50"
"602" "20000" "50" "norm" "0.6" "38.8679245283019"
"603" "20000" "50" "norm" "0.8" "29.811320754717"
"604" "20000" "50" "norm" "1" "28.1132075471698"
"605" "20000" "50" "norm" "1.2" "25.8426966292135"
"606" "20000" "50" "norm" "1.4" "25.0467289719626"
"607" "20000" "50" "norm" "1.6" "25.1865671641791"
"608" "20000" "50" "norm" "1.8" "24.7169811320755"
"609" "20000" "50" "norm" "2" "25.4716981132075"
"610" "20000" "50" "uniform" "-2" "32.5463743676223"
"611" "20000" "50" "uniform" "-1.8" "31.5345699831366"
"612" "20000" "50" "uniform" "-1.6" "30.6913996627319"
"613" "20000" "50" "uniform" "-1.4" "28.8364249578415"
"614" "20000" "50" "uniform" "-1.2" "26.8128161888702"
"615" "20000" "50" "uniform" "-1" "23.0639730639731"
"616" "20000" "50" "uniform" "-0.8" "20.777027027027"
"617" "20000" "50" "uniform" "-0.6" "24.3243243243243"
"618" "20000" "50" "uniform" "-0.4" "34.4013490725127"
"619" "20000" "50" "uniform" "-0.2" "58.0101180438449"
"620" "20000" "50" "uniform" "0" "100"
"621" "20000" "50" "uniform" "0.2" "45.362563237774"
"622" "20000" "50" "uniform" "0.4" "29.5109612141653"
"623" "20000" "50" "uniform" "0.6" "20.0674536256324"
"624" "20000" "50" "uniform" "0.8" "16.751269035533"
"625" "20000" "50" "uniform" "1" "18.75"
"626" "20000" "50" "uniform" "1.2" "22.4283305227656"
"627" "20000" "50" "uniform" "1.4" "24.7892074198988"
"628" "20000" "50" "uniform" "1.6" "25.6323777403035"
"629" "20000" "50" "uniform" "1.8" "26.4755480607083"
"630" "20000" "50" "uniform" "2" "28.1618887015177"
"631" "20000" "50" "right_skew" "-2" "8.08080808080808"
"632" "20000" "50" "right_skew" "-1.8" "7.91075050709939"
"633" "20000" "50" "right_skew" "-1.6" "7.91075050709939"
"634" "20000" "50" "right_skew" "-1.4" "6.72097759674134"
"635" "20000" "50" "right_skew" "-1.2" "5.93047034764826"
"636" "20000" "50" "right_skew" "-1" "5.1440329218107"
"637" "20000" "50" "right_skew" "-0.8" "3.91752577319588"
"638" "20000" "50" "right_skew" "-0.6" "4.72279260780287"
"639" "20000" "50" "right_skew" "-0.4" "7.05645161290323"
"640" "20000" "50" "right_skew" "-0.2" "45.3093812375249"
"641" "20000" "50" "right_skew" "0" "100"
"642" "20000" "50" "right_skew" "0.2" "85.2295409181637"
"643" "20000" "50" "right_skew" "0.4" "70.2594810379242"
"644" "20000" "50" "right_skew" "0.6" "58.0838323353293"
"645" "20000" "50" "right_skew" "0.8" "45.1097804391218"
"646" "20000" "50" "right_skew" "1" "39.9201596806387"
"647" "20000" "50" "right_skew" "1.2" "37.125748502994"
"648" "20000" "50" "right_skew" "1.4" "31.5369261477046"
"649" "20000" "50" "right_skew" "1.6" "29.3413173652695"
"650" "20000" "50" "right_skew" "1.8" "27.5449101796407"
"651" "20000" "50" "right_skew" "2" "25.5489021956088"
"652" "20000" "50" "left_skew" "-2" "21.4700193423598"
"653" "20000" "50" "left_skew" "-1.8" "23.0174081237911"
"654" "20000" "50" "left_skew" "-1.6" "25.1450676982592"
"655" "20000" "50" "left_skew" "-1.4" "27.0793036750484"
"656" "20000" "50" "left_skew" "-1.2" "29.2069632495164"
"657" "20000" "50" "left_skew" "-1" "35.2030947775629"
"658" "20000" "50" "left_skew" "-0.8" "43.9071566731141"
"659" "20000" "50" "left_skew" "-0.6" "56.4796905222437"
"660" "20000" "50" "left_skew" "-0.4" "72.9206963249516"
"661" "20000" "50" "left_skew" "-0.2" "88.394584139265"
"662" "20000" "50" "left_skew" "0" "100"
"663" "20000" "50" "left_skew" "0.2" "41.3926499032882"
"664" "20000" "50" "left_skew" "0.4" "3.30097087378641"
"665" "20000" "50" "left_skew" "0.6" "1.18811881188119"
"666" "20000" "50" "left_skew" "0.8" "1.20240480961924"
"667" "20000" "50" "left_skew" "1" "1.39442231075697"
"668" "20000" "50" "left_skew" "1.2" "1.77865612648221"
"669" "20000" "50" "left_skew" "1.4" "2.55905511811024"
"670" "20000" "50" "left_skew" "1.6" "2.94695481335953"
"671" "20000" "50" "left_skew" "1.8" "2.94117647058824"
"672" "20000" "50" "left_skew" "2" "3.125"
"673" "20000" "150" "norm" "-2" "21.1538461538462"
"674" "20000" "150" "norm" "-1.8" "20.979020979021"
"675" "20000" "150" "norm" "-1.6" "20.979020979021"
"676" "20000" "150" "norm" "-1.4" "21.015761821366"
"677" "20000" "150" "norm" "-1.2" "22.4168126094571"
"678" "20000" "150" "norm" "-1" "23.6013986013986"
"679" "20000" "150" "norm" "-0.8" "26.7482517482518"
"680" "20000" "150" "norm" "-0.6" "36.1888111888112"
"681" "20000" "150" "norm" "-0.4" "43.5314685314685"
"682" "20000" "150" "norm" "-0.2" "56.993006993007"
"683" "20000" "150" "norm" "0" "100"
"684" "20000" "150" "norm" "0.2" "61.1888111888112"
"685" "20000" "150" "norm" "0.4" "41.4335664335664"
"686" "20000" "150" "norm" "0.6" "34.7826086956522"
"687" "20000" "150" "norm" "0.8" "27.2727272727273"
"688" "20000" "150" "norm" "1" "23.2517482517483"
"689" "20000" "150" "norm" "1.2" "21.5034965034965"
"690" "20000" "150" "norm" "1.4" "20.4545454545455"
"691" "20000" "150" "norm" "1.6" "20.2797202797203"
"692" "20000" "150" "norm" "1.8" "20.4545454545455"
"693" "20000" "150" "norm" "2" "21.3286713286713"
"694" "20000" "150" "uniform" "-2" "27.3622047244095"
"695" "20000" "150" "uniform" "-1.8" "27.0588235294118"
"696" "20000" "150" "uniform" "-1.6" "26.7190569744597"
"697" "20000" "150" "uniform" "-1.4" "25.6410256410256"
"698" "20000" "150" "uniform" "-1.2" "23.4714003944773"
"699" "20000" "150" "uniform" "-1" "21.1045364891519"
"700" "20000" "150" "uniform" "-0.8" "18.1818181818182"
"701" "20000" "150" "uniform" "-0.6" "22.0472440944882"
"702" "20000" "150" "uniform" "-0.4" "33.6614173228346"
"703" "20000" "150" "uniform" "-0.2" "46.0629921259843"
"704" "20000" "150" "uniform" "0" "100"
"705" "20000" "150" "uniform" "0.2" "46.8503937007874"
"706" "20000" "150" "uniform" "0.4" "34.4488188976378"
"707" "20000" "150" "uniform" "0.6" "21.8503937007874"
"708" "20000" "150" "uniform" "0.8" "17.9487179487179"
"709" "20000" "150" "uniform" "1" "19.8818897637795"
"710" "20000" "150" "uniform" "1.2" "22.4409448818898"
"711" "20000" "150" "uniform" "1.4" "23.4251968503937"
"712" "20000" "150" "uniform" "1.6" "25"
"713" "20000" "150" "uniform" "1.8" "25.9332023575639"
"714" "20000" "150" "uniform" "2" "26.5748031496063"
"715" "20000" "150" "right_skew" "-2" "3.6144578313253"
"716" "20000" "150" "right_skew" "-1.8" "3.01204819277108"
"717" "20000" "150" "right_skew" "-1.6" "2.21774193548387"
"718" "20000" "150" "right_skew" "-1.4" "1.81818181818182"
"719" "20000" "150" "right_skew" "-1.2" "1.42276422764228"
"720" "20000" "150" "right_skew" "-1" "0.610997963340122"
"721" "20000" "150" "right_skew" "-0.8" "0.204498977505113"
"722" "20000" "150" "right_skew" "-0.6" "0.404858299595142"
"723" "20000" "150" "right_skew" "-0.4" "2.20440881763527"
"724" "20000" "150" "right_skew" "-0.2" "54.1832669322709"
"725" "20000" "150" "right_skew" "0" "100"
"726" "20000" "150" "right_skew" "0.2" "87.4501992031873"
"727" "20000" "150" "right_skew" "0.4" "77.2908366533864"
"728" "20000" "150" "right_skew" "0.6" "63.7450199203187"
"729" "20000" "150" "right_skew" "0.8" "53.3864541832669"
"730" "20000" "150" "right_skew" "1" "41.4342629482072"
"731" "20000" "150" "right_skew" "1.2" "35.9281437125749"
"732" "20000" "150" "right_skew" "1.4" "30.3393213572854"
"733" "20000" "150" "right_skew" "1.6" "28.3433133732535"
"734" "20000" "150" "right_skew" "1.8" "26.1477045908184"
"735" "20000" "150" "right_skew" "2" "23.75249500998"
"736" "20000" "150" "left_skew" "-2" "23.855421686747"
"737" "20000" "150" "left_skew" "-1.8" "26.5060240963855"
"738" "20000" "150" "left_skew" "-1.6" "28.433734939759"
"739" "20000" "150" "left_skew" "-1.4" "31.0843373493976"
"740" "20000" "150" "left_skew" "-1.2" "35.6626506024096"
"741" "20000" "150" "left_skew" "-1" "42.8915662650602"
"742" "20000" "150" "left_skew" "-0.8" "54.6987951807229"
"743" "20000" "150" "left_skew" "-0.6" "67.4698795180723"
"744" "20000" "150" "left_skew" "-0.4" "79.7590361445783"
"745" "20000" "150" "left_skew" "-0.2" "86.5060240963855"
"746" "20000" "150" "left_skew" "0" "100"
"747" "20000" "150" "left_skew" "0.2" "59.2771084337349"
"748" "20000" "150" "left_skew" "0.4" "2.90556900726392"
"749" "20000" "150" "left_skew" "0.6" "0.742574257425743"
"750" "20000" "150" "left_skew" "0.8" "0.75"
"751" "20000" "150" "left_skew" "1" "1.24688279301746"
"752" "20000" "150" "left_skew" "1.2" "1.48148148148148"
"753" "20000" "150" "left_skew" "1.4" "2.45098039215686"
"754" "20000" "150" "left_skew" "1.6" "2.92682926829268"
"755" "20000" "150" "left_skew" "1.8" "3.65853658536585"
"756" "20000" "150" "left_skew" "2" "4.14634146341463"
